,id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365,bathrooms,bedrooms
7540,11111349,Mitte,Wedding Zentrum,52.55501618785925,13.376138593095936,Entire home/apt,40,14,1,0,1.5,3.0
7541,11112288,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52162045756207,13.445288125372608,Private room,50,2,2,0,1.5,1.0
7542,11112939,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.508730386259785,13.46474938681982,Entire home/apt,200,5,1,0,2.0,1.0
7543,11113330,Treptow - Köpenick,Dammvorstadt,52.455184234272004,13.584409688791588,Entire home/apt,120,1,2,362,1.0,1.0
7544,11115298,Neukölln,Schillerpromenade,52.480645565381096,13.423784943292802,Private room,55,4,2,0,1.0,1.0
7545,11115400,Charlottenburg-Wilm.,Heerstrasse,52.491250971800795,13.258710990847714,Private room,25,2,1,43,1.0,1.0
7546,11116667,Charlottenburg-Wilm.,Kurfürstendamm,52.50432921903384,13.317650800866716,Entire home/apt,27,21,1,0,1.0,1.0
7547,11117573,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5065842436829,13.399627087152307,Entire home/apt,95,3,1,333,1.0,1.0
7548,11118444,Pankow,Prenzlauer Berg Süd,52.53284386973439,13.424226147257118,Private room,80,2,1,0,2.0,1.0
7549,11118640,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51168137817525,13.445897626014926,Entire home/apt,40,3,1,0,1.0,1.0
7550,11119225,Mitte,Brunnenstr. Süd,52.530553317097684,13.386697654746428,Private room,25,1,1,0,1.0,1.0
7551,11119527,Pankow,Helmholtzplatz,52.54244823438,13.417539030602892,Entire home/apt,80,3,1,0,1.0,1.0
7552,11121854,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4959690461946,13.433103315217952,Private room,20,3,2,0,1.0,1.0
7553,11127674,Mitte,Moabit West,52.527110956603615,13.338976285663087,Private room,40,5,1,304,1.0,1.0
7554,11131596,Charlottenburg-Wilm.,Düsseldorfer Straße,52.498273961883356,13.309142532969886,Private room,40,3,1,0,1.0,1.0
7555,11132044,Neukölln,Schillerpromenade,52.46810115502522,13.42905604211981,Private room,25,1,1,0,1.0,1.0
7556,11135727,Pankow,Prenzlauer Berg Ost,52.52558593140905,13.457354867534919,Entire home/apt,80,5,1,0,1.0,1.0
7557,11137977,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.513490458714635,13.438998597825814,Private room,18,4,1,0,1.0,1.0
7558,11138291,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49848579924058,13.45960839961046,Entire home/apt,100,3,1,0,1.0,2.0
7559,11139112,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.513246655661725,13.306209996417612,Private room,35,3,1,0,1.0,0.0
7560,11139956,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490368366737854,13.376791382567433,Entire home/apt,48,4,5,294,1.0,0.0
7561,11140499,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48799756905717,13.37548529969765,Entire home/apt,70,1,1,0,1.0,2.0
7562,11140777,Treptow - Köpenick,Alt  Treptow,52.491561495701646,13.451214479861633,Private room,17,3,1,0,1.0,1.0
7563,11142214,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52617294239186,13.448986766987078,Private room,25,2,2,0,1.0,1.0
7564,11142226,Mitte,Alexanderplatz,52.52249747578797,13.404338879265676,Entire home/apt,67,3,5,281,1.0,2.0
7565,11142351,Mitte,Osloer Straße,52.56447530899475,13.392959076033955,Private room,25,2,1,0,1.0,1.0
7566,11144064,Mitte,Wedding Zentrum,52.54818819165598,13.368377207886429,Private room,16,1,1,0,1.0,1.0
7567,11144832,Neukölln,Schillerpromenade,52.47332774659111,13.424346403529904,Entire home/apt,42,1,1,0,1.0,1.0
7568,11145559,Neukölln,Reuterstraße,52.48939525669334,13.429838586497313,Private room,25,1,2,0,1.0,1.0
7569,11155370,Tempelhof - Schöneberg,Schöneberg-Nord,52.49586693117729,13.33767340793227,Private room,35,1,1,214,1.0,1.0
7570,11155802,Neukölln,Schillerpromenade,52.477512179347116,13.424860345141433,Entire home/apt,34,1,1,0,1.0,0.0
7571,11156746,Neukölln,Rixdorf,52.47628231892086,13.454885022080818,Private room,23,4,1,0,2.0,1.0
7572,11157419,Marzahn - Hellersdorf,Biesdorf,52.51716945326088,13.547783635571454,Entire home/apt,25,14,1,0,1.0,0.0
7573,11158098,Pankow,Weißensee Ost,52.553580834424416,13.4697142293964,Private room,49,1,1,309,1.5,1.0
7574,11159508,Neukölln,Rixdorf,52.4805427438249,13.440288215793645,Private room,22,1,1,0,1.0,1.0
7575,11160395,Mitte,Osloer Straße,52.55299766688179,13.383563756486563,Private room,20,1,1,0,1.0,1.0
7576,11161308,Lichtenberg,Fennpfuhl,52.52744588379854,13.463004635842044,Private room,19,4,1,66,1.0,1.0
7577,11161312,Neukölln,Rixdorf,52.478733050388826,13.447426398587945,Entire home/apt,65,1,1,0,1.0,1.0
7578,11162898,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49130996899788,13.415859625910315,Private room,55,1,1,0,1.0,1.0
7579,11163826,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51891348036635,13.46440427163841,Entire home/apt,45,2,1,17,1.0,1.0
7580,11164368,Tempelhof - Schöneberg,Tempelhof,52.457305671581906,13.379090101437784,Private room,17,1,1,0,1.0,1.0
7581,11165066,Steglitz - Zehlendorf,Drakestr.,52.448461883789214,13.307382768194351,Private room,55,2,1,315,1.0,1.0
7582,11165580,Neukölln,Schillerpromenade,52.476495635553476,13.42368704594348,Entire home/apt,55,5,1,0,1.0,1.0
7583,11166903,Mitte,Alexanderplatz,52.52391780974778,13.399443976874034,Entire home/apt,50,3,1,0,1.0,1.0
7584,11167027,Tempelhof - Schöneberg,Schöneberg-Süd,52.487888744740495,13.356428542591456,Private room,50,1,1,0,1.0,1.0
7585,11170613,Mitte,Brunnenstr. Nord,52.54922129906942,13.39406134167476,Private room,25,1,1,0,1.0,1.0
7586,11171241,Mitte,Brunnenstr. Süd,52.531213094114044,13.395880779262884,Entire home/apt,69,25,2,33,1.0,1.0
7587,11171668,Neukölln,Neuköllner Mitte/Zentrum,52.47781136044834,13.428948912756416,Entire home/apt,52,1,1,0,1.0,2.0
7588,11171718,Treptow - Köpenick,Friedrichshagen,52.44678729628715,13.617741283947534,Entire home/apt,70,3,6,6,2.0,3.0
7589,11172719,Pankow,Prenzlauer Berg Südwest,52.53915697536071,13.408006999541085,Entire home/apt,29,7,1,0,1.0,1.0
7590,11174367,Tempelhof - Schöneberg,Mariendorf,52.43642914971362,13.388005751309436,Entire home/apt,34,30,17,322,1.0,2.0
7591,11174947,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.507934559825756,13.458766651897946,Private room,40,5,1,0,1.5,1.0
7592,11176522,Marzahn - Hellersdorf,Marzahn-Süd,52.51511575289346,13.527096617845332,Private room,47,1,4,316,1.0,1.0
7593,11177156,Marzahn - Hellersdorf,Marzahn-Süd,52.51505464996436,13.525722189817012,Private room,49,1,4,314,1.0,1.0
7594,11181263,Lichtenberg,Alt-Lichtenberg,52.51277526676811,13.500041741705775,Entire home/apt,75,3,1,233,1.0,1.0
7595,11182453,Neukölln,Britz,52.451979943184966,13.457492025207033,Entire home/apt,33,21,1,310,1.0,1.0
7596,11185196,Mitte,Moabit Ost,52.52241648130674,13.342588340905538,Entire home/apt,50,1,1,0,1.0,1.0
7597,11196790,Charlottenburg-Wilm.,Schloß Charlottenburg,52.512817133673295,13.28980707617551,Entire home/apt,40,4,1,0,0.5,1.0
7598,11197861,Pankow,Prenzlauer Berg Nordwest,52.54630712438809,13.412279401960378,Entire home/apt,78,4,1,0,1.0,1.0
7599,11197999,Mitte,Moabit West,52.53147112563657,13.333076539835698,Entire home/apt,39,2,1,0,1.0,1.0
7600,11199094,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49907689567028,13.436546384639133,Private room,39,5,1,0,1.0,1.0
7601,11204322,Tempelhof - Schöneberg,Schöneberg-Süd,52.47845745472468,13.344893901063028,Entire home/apt,30,2,1,0,1.0,1.0
7602,11207857,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52476497845942,13.447001585662385,Private room,20,1,1,0,1.0,1.0
7603,11215012,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48802535195807,13.417265346078198,Entire home/apt,50,4,1,0,1.0,2.0
7604,11215317,Neukölln,Schillerpromenade,52.47745111056649,13.419243975390735,Private room,40,1,1,0,1.0,1.0
7605,11215481,Tempelhof - Schöneberg,Mariendorf,52.44643148223906,13.388645358168619,Entire home/apt,85,3,1,50,2.0,3.0
7606,11216283,Pankow,Prenzlauer Berg Südwest,52.53386519149861,13.420842571581455,Entire home/apt,70,1,8,286,1.0,2.0
7607,11216682,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49621647167458,13.421160917845118,Private room,40,2,1,0,2.0,1.0
7608,11217382,Mitte,Brunnenstr. Süd,52.537628610694554,13.401873090914517,Entire home/apt,210,2,1,60,2.0,2.0
7609,11218840,Lichtenberg,Neu Lichtenberg,52.50259433099552,13.49057038813679,Private room,15,3,2,0,1.0,1.0
7610,11222384,Mitte,Parkviertel,52.547448617475844,13.356577536640337,Private room,12,1,1,0,1.0,1.0
7611,11223711,Mitte,Moabit Ost,52.5158176941769,13.336646851753928,Private room,25,1,1,0,2.5,1.0
7612,11223811,Neukölln,Gropiusstadt,52.424638521582146,13.47609004258324,Private room,9,1,1,0,1.5,1.0
7613,11224095,Charlottenburg-Wilm.,Kantstraße,52.50866471784215,13.304759545174882,Entire home/apt,50,5,1,0,1.0,1.0
7614,11224443,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49485172851057,13.318204275394487,Entire home/apt,88,4,3,345,1.5,2.0
7615,11224659,Reinickendorf,Ost 1,52.575013544228106,13.361998516847878,Private room,15,2,1,0,1.0,1.0
7616,11224674,Mitte,Moabit Ost,52.535066306751396,13.349950443706255,Private room,25,1,1,0,1.0,1.0
7617,11224996,Charlottenburg-Wilm.,Düsseldorfer Straße,52.493290140270545,13.317028489810125,Private room,50,4,3,341,1.5,1.0
7618,11225429,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49275725829187,13.318015688762607,Private room,65,4,3,365,1.5,1.0
7619,11225984,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49718947211052,13.414365038515768,Private room,30,5,1,0,1.0,1.0
7620,11231755,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.498740703996994,13.417161858374099,Private room,22,7,1,0,1.5,1.0
7621,11235797,Mitte,Osloer Straße,52.55636209413976,13.38732138799992,Private room,18,2,2,7,1.0,1.0
7622,11236645,Charlottenburg-Wilm.,Düsseldorfer Straße,52.495873968643494,13.323878581545474,Entire home/apt,170,1,1,88,1.0,1.0
7623,11238980,Mitte,Brunnenstr. Süd,52.528620327664356,13.388751473438626,Entire home/apt,75,1,4,193,1.0,1.0
7624,11239411,Mitte,Moabit Ost,52.536024541540925,13.358258176486947,Private room,10,6,1,0,3.0,1.0
7625,11244833,Pankow,Prenzlauer Berg Süd,52.53216232007353,13.434737586622093,Entire home/apt,87,2,1,18,1.0,1.0
7626,11248323,Neukölln,Reuterstraße,52.482779196398404,13.4337003643675,Private room,25,2,1,0,1.5,1.0
7627,11248481,Mitte,Alexanderplatz,52.51169589318844,13.41633232897942,Private room,15,1,1,0,2.0,1.0
7628,11249923,Mitte,Moabit West,52.531263536531185,13.340859510850802,Private room,50,60,1,89,2.0,1.0
7629,11251014,Tempelhof - Schöneberg,Friedenau,52.4697791943959,13.350095250974743,Entire home/apt,50,90,2,311,1.0,1.0
7630,11251067,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.516556510279635,13.47173499392093,Entire home/apt,30,2,1,0,1.0,1.0
7631,11252620,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49241281181187,13.411064179021347,Private room,60,2,2,16,1.0,1.0
7632,11253043,Pankow,Prenzlauer Berg Südwest,52.5339443875873,13.419618626029019,Entire home/apt,50,1,8,281,1.0,2.0
7633,11254695,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.514864981835565,13.44764211559822,Entire home/apt,68,2,1,169,1.0,1.0
7634,11255311,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51394730429495,13.472064882680199,Private room,45,2,1,71,1.0,1.0
7635,11255600,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.515070589863384,13.467339465681384,Private room,25,2,9,82,2.0,1.0
7636,11257879,Neukölln,Reuterstraße,52.48124147724696,13.438076557338572,Private room,50,6,1,0,1.0,1.0
7637,11265733,Lichtenberg,Neu Lichtenberg,52.51038052112404,13.506446445342188,Entire home/apt,90,15,1,0,1.0,1.0
7638,11266561,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.495671250253885,13.399402848196669,Entire home/apt,47,1,1,0,1.0,1.0
7639,11266945,Tempelhof - Schöneberg,Schöneberg-Nord,52.499034767159856,13.361193843413293,Private room,35,5,1,0,1.0,1.0
7640,11267258,Mitte,Regierungsviertel,52.50770663910457,13.39089217172599,Entire home/apt,150,3,1,312,1.0,1.0
7641,11268364,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.489062046821616,13.395147120865815,Private room,28,3,1,0,1.5,1.0
7642,11268983,Pankow,Prenzlauer Berg Nord,52.55018942706029,13.415573277510516,Entire home/apt,57,2,7,327,1.0,1.0
7643,11269335,Neukölln,Neuköllner Mitte/Zentrum,52.47189466075553,13.43170270773692,Private room,55,2,1,0,1.0,1.0
7644,11270147,Charlottenburg-Wilm.,Barstraße,52.483324593725655,13.320413549432766,Entire home/apt,22,1,1,0,1.0,1.0
7645,11272185,Charlottenburg-Wilm.,Schmargendorf,52.4709609153621,13.28607779359489,Entire home/apt,150,2,1,365,1.0,2.0
7646,11274086,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49995783646119,13.437443739220784,Private room,35,3,1,0,1.0,1.0
7647,11274552,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490871746232784,13.422099575322232,Entire home/apt,100,1,1,0,1.0,2.0
7648,11275525,Mitte,Moabit West,52.5272083593465,13.341725722278015,Entire home/apt,47,3,1,9,1.0,1.0
7649,11276488,Pankow,Prenzlauer Berg Nord,52.552332163784705,13.416851926795257,Entire home/apt,45,2,7,292,1.0,2.0
7650,11277470,Neukölln,Neuköllner Mitte/Zentrum,52.469603016722495,13.434492878279436,Private room,23,4,2,279,1.0,1.0
7651,11277489,Tempelhof - Schöneberg,Friedenau,52.47750560255667,13.344959671408393,Private room,30,1,1,0,1.0,1.0
7652,11277648,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.518341934735524,13.464956682463846,Private room,23,1,1,0,1.0,1.0
7653,11277910,Tempelhof - Schöneberg,Schöneberg-Nord,52.502291239047544,13.3416138276282,Private room,55,2,2,47,1.0,1.0
7654,11279202,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50701630608081,13.470795227811813,Entire home/apt,80,2,1,0,1.0,1.0
7655,11285785,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.432398178075104,13.218529280651596,Entire home/apt,130,3,1,322,1.0,4.0
7656,11286498,Pankow,Prenzlauer Berg Nord,52.54479314445668,13.42575192468408,Entire home/apt,60,2,1,315,1.0,1.0
7657,11286561,Mitte,Alexanderplatz,52.51723405530816,13.425817952557775,Shared room,23,1,43,365,1.0,1.0
7658,11286857,Mitte,Alexanderplatz,52.506733191322695,13.426123931809327,Private room,29,1,1,23,1.0,1.0
7659,11287461,Tempelhof - Schöneberg,Schöneberg-Nord,52.49103176477757,13.368642024357914,Entire home/apt,80,3,3,351,1.0,2.0
7660,11289553,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51334993386451,13.458035834790337,Private room,39,1,1,0,1.0,1.0
7661,11289945,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52474267630677,13.453115600898087,Private room,35,2,2,133,1.0,1.0
7662,11290301,Pankow,Prenzlauer Berg Südwest,52.53984386382283,13.40668118463647,Entire home/apt,130,2,2,238,1.0,1.0
7663,11291073,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.493990542118425,13.381994493406616,Private room,55,1,1,356,1.0,1.0
7664,11292598,Pankow,Prenzlauer Berg Nord,52.55259377576614,13.416833969971671,Entire home/apt,68,2,7,245,1.5,1.0
7665,11292925,Pankow,Prenzlauer Berg Nord,52.55233325649571,13.417551800806446,Entire home/apt,65,30,7,310,1.0,2.0
7666,11294127,Neukölln,Buckow,52.417638672468975,13.424663178958001,Entire home/apt,89,3,1,335,1.0,2.0
7667,11294240,Pankow,Prenzlauer Berg Nord,52.550160231399076,13.414758855088513,Entire home/apt,55,2,7,283,1.0,1.0
7668,11294384,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.520495057363654,13.444837647848964,Private room,33,5,1,0,1.5,1.0
7669,11294419,Pankow,Prenzlauer Berg Nord,52.549947479727315,13.416300706489535,Entire home/apt,55,2,7,284,1.0,1.0
7670,11297119,Pankow,Prenzlauer Berg Nord,52.549265312847716,13.416617286663554,Private room,35,3,1,0,1.0,1.0
7671,11300710,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51780142465115,13.444287191588993,Private room,45,6,2,0,1.0,1.0
7672,11300776,Pankow,Prenzlauer Berg Nord,52.54352358882437,13.439408190516408,Entire home/apt,65,3,1,0,1.0,1.0
7673,11302253,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51424238258507,13.460429050573158,Entire home/apt,79,1,30,342,1.0,1.0
7674,11306475,Pankow,Prenzlauer Berg Südwest,52.5377319585223,13.406415107814428,Entire home/apt,105,2,2,250,1.0,1.0
7675,11307029,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51043976062249,13.458140322337126,Entire home/apt,109,3,3,317,1.0,2.0
7676,11308792,Tempelhof - Schöneberg,Schöneberg-Süd,52.48259052851258,13.352608965738051,Entire home/apt,50,6,1,0,1.0,1.0
7677,11309581,Neukölln,Reuterstraße,52.482545758085955,13.436309030213803,Private room,15,1,1,0,1.0,1.0
7678,11310047,Tempelhof - Schöneberg,Tempelhof,52.46614001995037,13.390856592323244,Private room,14,1,1,0,1.0,1.0
7679,11315026,Steglitz - Zehlendorf,Drakestr.,52.44486117926403,13.303409242100889,Entire home/apt,45,4,1,360,1.0,1.0
7680,11316274,Neukölln,Reuterstraße,52.48350169533361,13.437624574406044,Private room,48,1,1,0,1.0,1.0
7681,11317733,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.488606430138375,13.419066356918652,Entire home/apt,123,7,1,0,1.5,1.0
7682,11318162,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50771302613342,13.455680014614105,Entire home/apt,50,3,1,14,1.0,1.0
7683,11318779,Pankow,Prenzlauer Berg Nord,52.549972233955096,13.422137038098574,Entire home/apt,33,2,1,0,1.0,1.0
7684,11321524,Neukölln,Reuterstraße,52.48808537032095,13.435594607534386,Private room,19,1,1,0,1.0,1.0
7685,11321704,Neukölln,Neuköllner Mitte/Zentrum,52.472858930795624,13.434095593372865,Entire home/apt,55,3,1,303,0.5,1.0
7686,11322988,Pankow,Weißensee Ost,52.5602665337661,13.460086699893886,Entire home/apt,60,1,1,0,1.0,2.0
7687,11325310,Neukölln,Britz,52.46294810683546,13.439229737192955,Private room,15,14,1,0,2.0,1.0
7688,11326938,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.515318721402224,13.465345884365512,Private room,35,1,7,270,1.0,1.0
7689,11326965,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.513864969871605,13.465913514284699,Private room,27,2,7,267,1.0,1.0
7690,11327035,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51580155035203,13.467267548381233,Private room,29,1,7,270,1.0,1.0
7691,11328533,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37855493316193,13.645896463417186,Entire home/apt,54,30,1,340,1.0,0.0
7692,11329475,Neukölln,Schillerpromenade,52.474280626354286,13.42724436565591,Private room,25,2,1,0,1.0,1.0
7693,11330944,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.488299338842964,13.385838431218893,Private room,70,2,1,0,1.0,2.0
7694,11332818,Tempelhof - Schöneberg,Schöneberg-Nord,52.49610142675878,13.360394322640412,Private room,28,1,1,98,1.0,1.0
7695,11333266,Pankow,Prenzlauer Berg Südwest,52.539656676930825,13.40833563534985,Entire home/apt,65,5,1,0,1.0,2.0
7696,11335755,Mitte,Parkviertel,52.550429068715275,13.348951502756655,Private room,25,2,1,0,1.0,1.0
7697,11337277,Mitte,Osloer Straße,52.559927074028295,13.381461820130875,Private room,25,3,1,0,1.0,1.0
7698,11339971,Mitte,Tiergarten Süd,52.499704786859205,13.365380537782142,Private room,40,2,1,347,1.0,1.0
7699,11341573,Neukölln,Reuterstraße,52.49058101633782,13.431829866914148,Private room,25,1,1,0,1.0,1.0
7700,11342769,Pankow,Prenzlauer Berg Nordwest,52.55368156228764,13.411715197691176,Private room,20,1,1,0,1.0,1.0
7701,11348253,Mitte,Alexanderplatz,52.52503615120817,13.414254651006976,Private room,35,3,1,0,1.0,1.0
7702,11348934,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510710163716205,13.4477847084014,Private room,35,1,1,0,1.0,1.0
7703,11352279,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49574695888996,13.39955918870794,Entire home/apt,60,14,1,0,1.0,1.0
7704,11356938,Pankow,Prenzlauer Berg Süd,52.53452742615126,13.42290736256577,Entire home/apt,45,1,1,0,1.0,2.0
7705,11357617,Reinickendorf,West 3,52.598946473940174,13.296450240405266,Private room,41,1,1,167,1.0,1.0
7706,11357981,Pankow,Pankow Süd,52.55448910485535,13.419202999594539,Entire home/apt,59,3,1,173,1.0,2.0
7707,11359657,Tempelhof - Schöneberg,Tempelhof,52.483930317554815,13.381785642603125,Entire home/apt,33,62,3,220,1.0,1.0
7708,11365741,Mitte,Wedding Zentrum,52.550319744877264,13.359158870313852,Private room,14,6,1,0,1.0,1.0
7709,11366265,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51567270177033,13.462745778101304,Private room,12,1,1,0,1.0,1.0
7710,11367009,Neukölln,Neuköllner Mitte/Zentrum,52.48193945381682,13.432143745179221,Entire home/apt,150,2,1,4,2.0,3.0
7711,11369410,Charlottenburg-Wilm.,Barstraße,52.48740858044679,13.3176009236465,Private room,32,2,1,72,1.0,1.0
7712,11370494,Pankow,Prenzlauer Berg Süd,52.53618582099097,13.429819193370571,Entire home/apt,32,1,1,0,1.0,0.0
7713,11370956,Mitte,Moabit Ost,52.53440462431686,13.349486442172743,Private room,32,2,2,0,1.0,1.0
7714,11371492,Neukölln,Schillerpromenade,52.46532611475946,13.427021849259866,Private room,29,1,1,0,1.5,1.0
7715,11372146,Mitte,Osloer Straße,52.555578482736756,13.388340293136036,Private room,30,6,1,14,1.0,1.0
